Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0035,0.0128,0.0348,0.087
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0062,0.022,0.0624,0.1564
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0167,0.2117,0.2543,0.3965,0.6178
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.1491,0.3157,0.7571,1.7404,0.2651
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0002,0.0313,0.2687,0.3507,0.4055
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0012,0.0629,0.1835,0.2303
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0001,0.0002,0.0001
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0001,0.0118,0.0635,0.1273,0.1656,0.096
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0011,0.037,0.1875,0.2899,0.2993,0.2857
Honduras,HN,HND,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0007,0.0604,0.1908,0.2279,0.26,0.2908
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0016,0.0035,0.0058,0.0089,0.0124,0.0165,0.0211
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0024,0.0045,0.0073,0.0115,0.0178,0.0267,0.038
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.002,0.0037,0.006,0.0081,0.0118,0.0159,0.0202
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0017,0.0033,0.0056,0.0091,0.0146,0.0233,0.0344
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0019,0.0038,0.0061,0.0093,0.0129,0.0161,0.0199
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0023,0.0045,0.0074,0.0115,0.0171,0.0244,0.0331
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0017,0.0028,0.0051,0.0088,0.0132,0.018,0.0186
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0009,0.0017,0.0018,0.0027,0.0054,0.0093
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0015,0.0021,0.004,0.0062,0.0078,0.0113,0.015
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0013,0.0018,0.0034,0.0022,0.0028,0.0042,0.0061
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0015,0.003,0.0042,0.0054,0.0068,0.0091
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0058,0.0063,0.0072,0.0108,0.0171,0.0196
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0013,0.0015,0.0035,0.005,0.007,0.011,0.0143
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0015,0.0013,0.0018,0.0023,0.0031,0.0052,0.0093
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0018,0.0029,0.0048,0.0065,0.0073,0.0077,0.0079
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0015,0.0025,0.0043,0.0068,0.0094,0.012,0.0152
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0013,0.002,0.0036,0.0064,0.007,0.0073,0.0068
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0015,0.0025,0.0044,0.0066,0.0079,0.0084,0.0085
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0062,0.0097,0.0064,0.0065,0.0063,0.0062,0.0063
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0018,0.0029,0.0045,0.0061,0.0075,0.0087,0.0098
Honduras,HN,HND,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0025,0.0041,0.0053,0.0061,0.0051,0.0063,0.0064
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0016,0.004,0.0076,0.0144,0.0221,0.0235,0.0237
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0014,0.0034,0.0076,0.0167,0.0287,0.0355,0.0416
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.003,0.0069,0.0143,0.0245,0.027,0.0266
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0015,0.004,0.008,0.0152,0.0294,0.0368,0.0435
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0019,0.0043,0.0082,0.0145,0.0182,0.0175,0.0157
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0019,0.0046,0.0087,0.0156,0.0273,0.0329,0.0375
Honduras,HN,HND,Transition Pathways,Final energy,Gases,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0018,0.0038,0.0077,0.0141,0.0174,0.0168,0.0133
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0038,0.0066,0.0132,0.0174,0.0212,0.0335,0.043
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0033,0.0058,0.0132,0.0182,0.023,0.0301,0.0365
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0031,0.0055,0.0126,0.0182,0.0244,0.0301,0.0337
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.004,0.0066,0.0142,0.018,0.0234,0.0296,0.0372
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0067,0.0122,0.0227,0.0259,0.035,0.0541,0.0613
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.004,0.0063,0.014,0.0172,0.0233,0.034,0.0462
Honduras,HN,HND,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0041,0.0067,0.0115,0.0129,0.0191,0.0351,0.048
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0077,0.0125,0.0187,0.0255,0.0328,0.0333,0.0327
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0062,0.011,0.018,0.0255,0.0353,0.04,0.0441
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0059,0.0105,0.0173,0.0272,0.0335,0.0344,0.0335
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0073,0.0119,0.018,0.027,0.0363,0.038,0.0378
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0145,0.0237,0.0226,0.0232,0.0219,0.0209,0.0211
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0081,0.014,0.0196,0.0267,0.0348,0.0386,0.0422
Honduras,HN,HND,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0093,0.015,0.021,0.0263,0.0217,0.0249,0.0235
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0025,0.002,0.0017,0.0014,0.0012,0.0011
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0027,0.0023,0.002,0.0016,0.0013,0.0012
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0027,0.0023,0.0017,0.0014,0.0012,0.0011
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0025,0.0022,0.0019,0.0015,0.0012,0.0011
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0024,0.0019,0.0016,0.0014,0.0013,0.0013
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0026,0.0022,0.0019,0.0016,0.0013,0.0011
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0025,0.0019,0.0016,0.0015,0.0013,0.0013
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0009,0.0011,0.0015,0.0013
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0006,0.0007,0.0015,0.0013
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0006,0.0011,0.001
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0008,0.0014,0.0016,0.0025,0.0028
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0007,0.0011,0.0011,0.0023,0.0026
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.0009,0.0009,0.0008,0.0007,0.0008,0.0011
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.0011,0.001,0.0008,0.0006,0.0005,0.0005
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.0011,0.001,0.0007,0.0007,0.0009,0.0014
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.001,0.0009,0.0007,0.0006,0.0007,0.0008
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0011,0.0012,0.0013,0.0013,0.0013,0.0017,0.0023
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.0009,0.0009,0.0007,0.0006,0.0005,0.0005
Honduras,HN,HND,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.001,0.0009,0.001,0.0011,0.0014,0.002,0.0029
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0003,0.0009,0.0013,0.0013,0.0013,0.0019
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0003,0.0005,0.0007,0.0011,0.0014,0.0015
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0005,0.001,0.0012,0.0015,0.002
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0003,0.0005,0.0009,0.0014,0.0023,0.0039
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0005,0.0015,0.002,0.0033,0.0045,0.0054
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0003,0.0005,0.0007,0.0014,0.0024,0.0036
Honduras,HN,HND,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0003,0.0012,0.0019,0.0019,0.0022,0.0016
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0003,0.0008,0.0014,0.0022,0.0036,0.006
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0003,0.0011,0.002,0.0029,0.0043,0.0058
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0003,0.001,0.0018,0.0022,0.0029,0.0046
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0003,0.0011,0.0019,0.0026,0.0042,0.0066
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0006,0.0015,0.0024,0.0032,0.0043,0.0063
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0003,0.0009,0.0015,0.0022,0.0035,0.0056
Honduras,HN,HND,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0004,0.0008,0.0014,0.0025,0.0045,0.0076
Honduras,HN,HND,Transition Pathways,Primary energy,Hydro,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0149,0.0168,0.0173,0.0161,0.0144,0.0138,0.0134
Honduras,HN,HND,Transition Pathways,Primary energy,Hydro,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0146,0.0162,0.0171,0.016,0.0144,0.0122,0.0118
Honduras,HN,HND,Transition Pathways,Primary energy,Hydro,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0146,0.0163,0.0173,0.0163,0.0137,0.0129,0.013
Honduras,HN,HND,Transition Pathways,Primary energy,Hydro,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0147,0.0161,0.0171,0.016,0.0141,0.0124,0.0121
Honduras,HN,HND,Transition Pathways,Primary energy,Hydro,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0154,0.0182,0.0169,0.0159,0.015,0.0142,0.0157
